uuid,country,city,type,subtype,street,speed,confidence,x,y
f6dd1a27-0aef-414a-b573-1d73ae3205db,CI,Providencia,JAM,JAM_STAND_STILL_TRAFFIC,Los Misioneros,0,0,-70.618759,-33.418301
4d2e9fee-1dbe-4ef4-a1f5-0326c1c60382,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Bartolomé Mandujano,0,5,-70.670914,-33.397073
fe1a1586-7f6f-45be-b7c3-a01a6421894e,CI,Las Condes,CHIT_CHAT,,Isidora Goyenechea,0,0,-70.597143,-33.414755
0d6e464f-6c8e-4e90-afc7-d1b993b4750d,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.602757,-33.408268
befd4d87-a76d-475c-9acd-345fa1db5eb8,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.672108,-33.395503
ef567cd0-2eb2-4bb0-a2c8-059eeaa4e584,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.673132,-33.394031
652a1011-3eaa-4f32-a9ce-e88c65c9424e,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,El Pino,0,5,-70.68181,-33.383031
cdbc6558-f860-4dca-8524-e6c83b47486e,CI,Quinta Normal,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Carrascal,0,5,-70.710813,-33.416728
ab6daf4e-3217-4519-bf47-4597e1ff2630,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.670756,-33.396926
e780b0b5-95bd-4363-bda6-49c65c3a2b18,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Guanaco,0,1,-70.657843,-33.398287
c2dc5973-cef7-40cc-9482-5542da92f373,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.68181,-33.383031
de31ffb2-e7ba-4dd6-806c-fa78f901c47b,CI,Independencia,CHIT_CHAT,,Av. Domingo Santa María,0,0,-70.657352,-33.415594
7ed16492-d30d-42d9-a194-73d8f4c41ef6,CI,Las Condes,POLICE,,Kennedy lateral,0,0,-70.578114,-33.40099
b4d9a99b-ae1b-45c3-92f7-61c99e59e7c9,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Guanaco,0,0,-70.656896,-33.376181
dc8567dd-791a-4072-b02e-fc89eb05bc42,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.671918,-33.39572
f5c00791-262d-4a60-be7c-3880548804a9,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Oriente,0,1,-70.602898,-33.389545
7f5bba18-5841-43a5-a48f-4ce00e754bd1,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.682391,-33.382259
a90206c9-6168-4be1-ad1c-6f3f1b2c24ab,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida Los Conquistadores,0,0,-70.606011,-33.409393
8c111691-b22c-425b-bf0d-076288402732,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,0,5,-70.671402,-33.396267
32ae0889-22a0-43d2-84df-177b5bd7afeb,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.67584,-33.389988
269f00e3-8a73-40b5-ba07-d3d2e76ee2b0,CI,Las Condes,POLICE,,Av. Apoquindo,0,5,-70.567748,-33.40898
8c839ce6-622d-4e0f-8133-ef197f53f1ca,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.682818,-33.381467
c38a9da0-7f98-4c63-a414-cda68d2572f4,CI,Providencia,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Vitacura > Oriente,0,5,-70.604637,-33.417704
cf9d5650-01f7-40ca-8196-41f68524c4c1,CI,Independencia,POLICE,,Av. Independencia,0,2,-70.656601,-33.417496
0f3eabc9-84ec-4668-96c7-a6e2a012cadf,CI,Providencia,POLICE,,Los Misioneros,0,0,-70.618747,-33.418291
d3165a5e-297f-4fe3-b9df-d4f37e85297b,CI,Recoleta,JAM,JAM_HEAVY_TRAFFIC,Av. Recoleta,0,0,-70.643598,-33.415312
a55bbca3-e5b7-403a-946e-477ec8a5cea6,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.673548,-33.393395
dfa8e6a8-a496-42df-a349-38441ed8f6dc,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.680456,-33.384504
918acdae-375f-4f17-89a0-1650e1664781,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.60373,-33.408632
07f9cbbe-9472-4a84-9a71-67a9c2cc86fd,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Guanaco,0,1,-70.657236,-33.393306
c216b0e7-a6a3-4ee8-a54e-190206159ddf,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.677101,-33.388947
c125aadf-4b14-47de-8189-6397088b473b,CI,Independencia,POLICE,,Rosas Salas,0,0,-70.675163,-33.406267
bc7bed42-b63d-408f-88f3-524289bf8d35,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.673901,-33.392827
b44ec26d-05e2-4ae1-a243-519c1d23c8a5,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,0,-70.670678,-33.397088
87074b40-8518-4426-93db-a5d8c5de957e,CI,Las Condes,CHIT_CHAT,,Kennedy lateral,0,0,-70.578041,-33.400962
38e9bbc4-8468-4291-b886-04471f093d1d,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.681238,-33.383685
cc17a213-eb2a-4ba5-8c4f-1377818d5303,CI,Recoleta,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Recoleta,0,0,-70.6405,-33.383802
202539c0-a145-47d1-b15f-721b93042e35,CI,Las Condes,CHIT_CHAT,,Av. Apoquindo,0,1,-70.567452,-33.408901
209e2dce-0e1c-4125-915b-e328b896e56a,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,,0,4,-70.68079,-33.383938
2667cbc9-1181-4b15-ad6e-b2118f847a73,CI,Quilicura,POLICE,,Aranjuez Poniente,0,0,-70.723884,-33.382191
0626b198-23fe-4415-af4b-a287825dae61,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.680889,-33.384003
81843309-7db1-41b1-862a-938b3a468378,CI,Quinta Normal,ROAD_CLOSED,,Óscar Chanks,0,0,-70.7028,-33.41753
7f0d018e-87f2-487e-b57a-9355e7266128,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,,0,5,-70.680889,-33.384003
01e86277-1442-41e7-8424-38af61dbfae1,CI,Quinta Normal,ROAD_CLOSED,,Óscar Chanks,0,0,-70.702334,-33.417535
41e9a74c-35d9-4810-86c1-1031b01f5cc2,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,El Pino,0,5,-70.681648,-33.382993
14a14228-6f0b-4e3b-88b4-93573964247d,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.675448,-33.390448
d9244a2f-524a-4d69-ad51-527487a78c70,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Bartolomé Mandujano,0,5,-70.670914,-33.397073
b7de104d-a552-417f-82d2-94b53c75f5d7,CI,,POLICE,,Av. Neptuno,0,1,-70.717224,-33.418581
bf6efe44-cd57-4fed-92a5-74d5c9ded8d2,CI,Providencia,ACCIDENT,,Av. Santa María,0,0,-70.608767,-33.416687
76f2b85a-2672-46fd-8b09-a97f66088050,CI,,HAZARD,HAZARD_ON_ROAD,Autopista Kennedy,0,1,-70.565972,-33.395954
182acc4d-a402-4c46-b962-58c066fca658,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.677877,-33.388526
03932e7a-d846-4bbb-a1db-b25b16557508,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Guanaco,0,0,-70.657212,-33.392834
ae507061-4a39-420b-9b8f-af98955411e2,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,0,5,-70.672736,-33.394605
b6f6a974-ba9b-46de-a4b8-4d7d6dbc5503,CI,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Fermín Vivaceta,0,4,-70.679925,-33.385238
1714f553-39de-428a-837e-2e4fdc31b48a,CI,Las Condes,POLICE,,Kennedy lateral,0,0,-70.579226,-33.401452
9dcae186-17b6-4304-a63d-3a67996afeb8,CI,Las Condes,POLICE,,Av. Apoquindo,0,4,-70.593619,-33.416231
fc5a7d15-0a1a-4c56-a965-5c62c5016354,CI,Renca,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Dorsal,0,5,-70.685392,-33.402983
424f6fcf-58bd-43ae-a88d-ba53f8778ea9,CI,Renca,ROAD_CLOSED,,Colo Colo,0,0,-70.726351,-33.401065
0fe9d067-bf36-4c59-ad5a-f7bc7e0c82d2,CI,Providencia,CHIT_CHAT,,Av. Vitacura,0,2,-70.605091,-33.41745
ee93341b-9266-4945-a0f4-3c885f5ed700,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.60373,-33.408632
2bbb45e5-bc6c-4b59-9720-a9830470f9bf,CI,Vitacura,POLICE,,Av. Alonso de Córdova,0,0,-70.590005,-33.402966
706baf1a-1525-4b46-95c4-46bf71c5b0b8,CI,Las Condes,JAM,,Kennedy Oriente / Centro comercial,0,0,-70.58543,-33.404761
a470d73c-3401-4e4b-864e-7bfc15e4ddda,CI,Quilicura,POLICE,,Ismael Briceño,0,0,-70.724006,-33.377432
2818ce08-a1a3-4b97-96b0-50e5fe639177,CI,Vitacura,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Américo Vespucio Norte,0,1,-70.588393,-33.398017
5d8a7487-4fba-45d8-a8ed-19dd20819b05,CI,Las Condes,CHIT_CHAT,,Av. Apoquindo,0,3,-70.593867,-33.416165
10bd8699-a46b-4b61-a050-75ef934b094c,CI,Independencia,ACCIDENT,,Luis Weinstein,0,0,-70.66811,-33.414851
0934ca7c-d77f-488e-a704-af97c8cc6486,CI,Independencia,POLICE,,,0,0,-70.655442,-33.413362
4885acf8-dff4-4a40-a4ed-335c234b524d,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida Los Conquistadores,0,0,-70.606011,-33.409393
6422347e-3bce-4961-b00d-976602593d48,CI,Recoleta,POLICE,,Av. Recoleta,0,0,-70.643612,-33.415626
c28a8044-601e-47eb-8c43-f7347ead8fea,CI,Conchalí,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Presidente Eduardo Frei Montalva,0,5,-70.686812,-33.394381
6393d5b6-0fce-44d3-b0f7-55cb665e763d,CI,,POLICE,,Acceso a Autopista Kennedy > Oriente,0,3,-70.580657,-33.401815
2ab4814f-4aa8-40f0-94aa-6ad49b2fc1d2,CI,Las Condes,CHIT_CHAT,,Rosario Sur,0,2,-70.57042,-33.409844
2b7c9e26-4608-4e37-8c1b-12ec908c8578,CI,Vitacura,POLICE,,General John O'Brien,0,0,-70.594473,-33.399845
a05772f3-4c42-403c-ba69-dde9c9543ad4,CI,Las Condes,POLICE,,Cerro Colorado,0,1,-70.578043,-33.403312
85fbb166-aaff-41f1-90cd-924a1e31a42b,CI,Vitacura,POLICE,,General John O'Brien,0,1,-70.598121,-33.399008
4cf83787-da24-4ddb-b797-cd96695a862e,CI,Renca,POLICE,,,0,0,-70.680845,-33.406044
7c458f99-5e13-44c2-8a78-496584cbb246,CI,,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Salida 11,0,0,-70.605257,-33.406917
c44a84f5-26df-4d94-9754-117dc9dfe875,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Av. Apoquindo,0,0,-70.567511,-33.408917
5551c65c-9394-449b-8054-cdd4d71d970b,CI,Las Condes,HAZARD,HAZARD_WEATHER_FLOOD,Av. Presidente Sebastián Piñera Echenique,0,0,-70.558833,-33.413549
986c4e1d-14e5-488c-91c5-f74904e67090,CI,Las Condes,JAM,,Sebastián Elcano,0,0,-70.572437,-33.417392
4d36993c-ad97-452b-b08b-716d9ddcad2a,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.60373,-33.408632
05fbd2d1-9e7c-4337-a351-072afa1e23f0,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida Los Conquistadores,0,0,-70.606011,-33.409393
c87fc2c7-0464-483a-bf86-8968760c9325,CI,Las Condes,JAM,,Martín de Zamora,0,0,-70.567204,-33.415321
ed652d88-a92a-461f-91b4-a009d807f5f7,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Martín de Zamora,0,0,-70.566831,-33.415207
0e8f7eb2-0eea-4683-a0cd-4079c2168b23,CI,Las Condes,JAM,,Martín de Zamora,0,0,-70.566125,-33.414985
cb0b2477-1418-4a8c-afd4-360210cdb912,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Martín de Zamora,0,0,-70.565878,-33.414907
0b46683a-bd44-4e86-b29c-9ca90a9085d0,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.602757,-33.408268
94ee37d9-89c6-4831-b733-f3d255b9f751,CI,Conchalí,POLICE,,Av. Independencia,0,0,-70.683646,-33.378549
e997a530-68e4-4e97-baca-96e2458604b7,CI,Conchalí,POLICE,,El Canelo,0,0,-70.685048,-33.383496
a8981199-c274-4bee-b20f-8b8607191d1a,CI,,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Presidente Eduardo Frei Montalva,0,0,-70.683523,-33.40072
8f0d241c-83bc-43da-a844-8a7c6d61c3f4,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Oriente,0,0,-70.585761,-33.412094
67c70771-90c2-496d-9e67-44ad320e3d84,CI,Las Condes,POLICE,,San Pascual,0,0,-70.578409,-33.417054
34152c48-34c0-45de-ab6e-e26a324b26da,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,,0,0,-70.599293,-33.389922
a8f6eb28-ca7e-40c5-932f-28d69be5d767,CI,,HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Central,0,0,-70.678917,-33.416849
58df3ed5-1c21-4e42-8379-fbfd303bfc5c,CI,Renca,ACCIDENT,,Av. José Miguel Infante,0,0,-70.722255,-33.40663
91524dbe-48ad-43c9-a75e-3248fb210011,CI,Vitacura,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Buenaventura,0,0,-70.570615,-33.386604
69c49986-7870-4a4b-aadf-847ba1c52084,CI,Independencia,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Francia,0,0,-70.657181,-33.411451
84d59add-1b32-4ed5-a38f-6c81159aabd1,CI,Recoleta,POLICE,POLICE_HIDING,El Sol,0,0,-70.641411,-33.418484
698a5e3b-8a63-4bb4-a80d-7bd82492ff73,CI,Conchalí,POLICE,,Estacionamiento Santa Isabel,0,0,-70.669771,-33.398379
6173f059-0efc-4a5e-8c6c-65f786c59cf2,CI,,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Autopista Vespucio Norte,0,0,-70.656751,-33.376289
3da41b7a-a152-4e84-89aa-cb576dbda897,CI,,HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Central,0,0,-70.678876,-33.417068
0182b000-7d67-4408-9856-dc864a04cb6a,CI,Las Condes,ACCIDENT,,,0,0,-70.547319,-33.39094
0b022036-07e2-430b-9aa7-f2e265bfd880,CI,,ACCIDENT,,Autopista Central,0,0,-70.678962,-33.416606
76e725f9-c118-40bd-b991-e6979341b272,CI,Las Condes,ACCIDENT,,,0,0,-70.547319,-33.39094
31c85ed6-dcb4-4861-a76e-a730b6785403,CI,Huechuraba,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Américo Vespucio,0,0,-70.656984,-33.376058
de5d9c87-ee00-43c7-a57e-1aaa612b9ec8,CI,Vitacura,POLICE,,,0,0,-70.578453,-33.381569
b7c089ce-69c3-485d-8f5f-c819ba05063f,CI,Recoleta,POLICE,,Limay,0,0,-70.64533,-33.414003
3d9510b1-744f-49b0-92e1-f7c2614de854,CI,,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Autopista Central - Eje Gral. Velásquez,0,0,-70.692071,-33.415323
ca81c013-39b8-414f-bc08-cbd941dca5bc,CI,Providencia,JAM,JAM_HEAVY_TRAFFIC,Av. Santa María,0,0,-70.608756,-33.416676
e6599dbb-0e64-4428-b83a-246f6a7bcc3a,CI,Renca,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Dorsal,0,0,-70.692694,-33.400591
2579b9a3-0983-40ea-8ff0-ad597ac714a9,CI,Quinta Normal,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Dr. José Tobías,0,0,-70.699422,-33.412464
2587dddd-3130-4594-bb70-eebf758cdd74,CI,Conchalí,JAM,,Av. Pedro Fontova,0,0,-70.672131,-33.383392
d8d4e7f0-3a9f-43b5-b315-e8c286d62a08,CI,Providencia,POLICE,,Av. Holanda,0,0,-70.605049,-33.417606
24e85feb-77b7-4b62-a5d2-5984c59a58ba,CI,Las Condes,JAM,,Av. Alonso de Córdova,0,0,-70.583429,-33.404591
95c1ab40-9968-40c9-a028-448f080001df,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Guanaco,0,0,-70.65724,-33.392294
efd51c53-9537-4735-9ba9-3809fd1334b7,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Kennedy,0,0,-70.593509,-33.406385
68374ac3-c25d-4d95-8cc9-04841d11d2cc,CI,Recoleta,JAM,JAM_STAND_STILL_TRAFFIC,Av. Recoleta,0,0,-70.643626,-33.413676
78592bed-f1fe-41fc-b94c-2722a0d747f2,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Kennedy,0,0,-70.592746,-33.406125
e7e4131b-15c0-4a3f-82da-f330cbd302d5,CI,Conchalí,POLICE,,Av. Dorsal,0,0,-70.663254,-33.3966
17526bd0-ab15-4f17-894e-750386f37d06,CI,Conchalí,POLICE,POLICE_WITH_MOBILE_CAMERA,Av. Dorsal,0,0,-70.669239,-33.39763
9f58dc97-a183-4f9e-ace5-7072f9cdd92a,CI,Quinta Normal,POLICE,,Lo Espinoza,0,0,-70.703787,-33.41772
d07d9292-ee46-4b9a-9ab4-b7fcaa5fd665,CI,Conchalí,POLICE,POLICE_WITH_MOBILE_CAMERA,Av. Dorsal,0,0,-70.669841,-33.3979
729fcf9b-c3b9-428e-b202-c6a64c26e388,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.60373,-33.408632
f876ca76-1046-408a-b11a-ebe73724d55e,CI,Conchalí,POLICE,POLICE_WITH_MOBILE_CAMERA,Av. Dorsal,0,0,-70.672501,-33.398902
ddc2cb49-70e5-427e-a834-ae8a8a3380e6,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Calle local,0,0,-70.568392,-33.397228
fc3c8530-3ae8-4636-9f1e-e8872ccde3b1,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,0,0,-70.699375,-33.38978
eb1b5788-5a55-44e9-b86f-228cbd613dcb,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida Los Conquistadores,0,0,-70.606011,-33.409393
58f8b46b-4d76-4f8b-8585-85c0c3a0bb63,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Acceso Autopista Costanera Norte > Poniente,0,0,-70.606473,-33.409611
5d3f8cc4-94b2-4d19-90b5-d30771257e46,CI,Providencia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,,0,0,-70.607755,-33.409573
7e6e741a-a4a1-4cc9-b97e-95901e1a9e79,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.602757,-33.408268
f0a5817a-81f6-426d-ab7e-8a90dc084201,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Guanaco,0,0,-70.657765,-33.397776
c198728a-d7d6-405d-b39b-2eacaf73e5fd,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Vaquería,0,0,-70.569268,-33.374524
b96ec44c-8d2d-465b-84df-57aaa917dfc9,CI,Huechuraba,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Américo Vespucio,0,0,-70.656264,-33.37633
092fb134-a337-4951-ae8a-6113c093eeca,CI,Providencia,POLICE,,Nueva Tobalaba,0,0,-70.605882,-33.417003
006738a9-2d0a-4bf9-bfda-29d75da30208,CI,Providencia,CHIT_CHAT,,Nueva Tobalaba,0,0,-70.605681,-33.417107
ea36d595-d09f-4258-9993-88958cd11dab,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Kennedy,0,0,-70.551202,-33.390751
4a7b3ba1-2a71-4bd1-869d-ab7c0d9577d8,CI,Quinta Normal,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Costanera Sur,0,0,-70.709006,-33.408437
2d9788b2-adba-4414-aa2b-4b38906808dc,CI,Renca,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Dorsal,0,0,-70.695333,-33.400202
a5f0d893-e32e-444e-a027-fb692dbe2ecc,CI,Renca,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Dorsal,0,0,-70.692501,-33.400843
064f7a07-a013-4dc5-9b08-e939f1d83589,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,Calle local,0,0,-70.568258,-33.397184
bf179f47-65da-4167-98a4-b6d58b8eb523,CI,Providencia,POLICE,,Av. Vitacura,0,0,-70.605075,-33.417416
8b4b2fc1-7766-4c4a-a70a-3c7b9ef782dc,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Gerónimo de Alderete,0,0,-70.561768,-33.394357
da9880bf-be32-4c08-aa9a-f1fb2e77ab0a,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Gerónimo de Alderete,0,0,-70.561633,-33.39464
46c30e80-c5a3-46c2-84ae-d2ad2ff2ebf7,CI,Renca,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Presidente Eduardo Frei Montalva,0,0,-70.679584,-33.413193
5cea7ecd-c8c4-4749-a09b-0a60479f16cd,CI,Renca,POLICE,POLICE_WITH_MOBILE_CAMERA,Av. José Manuel Balmaceda,0,0,-70.707095,-33.403539
1a555abc-6394-47e3-9119-e1f0ddfbcb7e,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Kennedy lateral,0,0,-70.561688,-33.39494
01f2c999-8460-4a99-9d56-738d8a29c4cf,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Gerónimo de Alderete,0,0,-70.561729,-33.39444
e1e4cd05-2ee2-4391-82f4-26036a5168c8,CI,,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Autopista Central - Eje Gral. Velásquez,0,0,-70.692363,-33.413528
e7f98985-0ec7-432f-97f0-407d0d7d5467,CI,Recoleta,JAM,,La Unión,0,0,-70.645816,-33.416776
ef8b3a2e-9f60-4d38-81da-fd15f11576d9,CI,Vitacura,POLICE,,Av. Nueva Costanera,0,0,-70.597925,-33.398919
67186bff-a61f-450c-af78-f08854f8987c,CI,Recoleta,POLICE,,Arquitecto Roberto Dávila,0,0,-70.64868,-33.385798
35356a98-666a-4a18-8250-ae8310151a8d,CI,Vitacura,POLICE,,General John O'Brien,0,0,-70.6003,-33.398508
149707a1-3bb9-44ba-8740-c17bff8c39af,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Vespucio Norte,0,0,-70.596628,-33.38947
7f8b0186-4f4a-4638-9274-0134e9329049,CI,Vitacura,ACCIDENT,,Av. San Josemaría Escrivá de Balaguer,0,0,-70.596664,-33.389406
208d0cff-eb58-4d2a-be95-58a169816760,CI,Las Condes,CHIT_CHAT,,Kennedy lateral,0,0,-70.576843,-33.400475
3aeebca6-4ba2-4c30-880d-2bdc63047ce3,CI,Renca,POLICE,,Pasaje Los Manzanillones,0,0,-70.699843,-33.393974
